locus_tag,substrate,genome
ASS_PB12_03909,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Rahnella
ASS_PB12_03915,nickel,Rahnella
ASS_PB12_03920,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rahnella
ASS_PB12_03927,glycerol|phosphate|glycerol-3-phosphate,Rahnella
ASS_PB12_03949,l-threonine|serine,Rahnella
ASS_PB12_03959,l-threonine,Rahnella
ASS_PB12_03981,proline|alanine|gamma-aminobutyric acid,Rahnella
ASS_PB12_04005,malate|succinate|lactate|citrate|fumarate|2-oxoglutarate,Rahnella
ASS_PB12_04011,arabinose,Rahnella
ASS_PB12_04011,arabinose,Rahnella
ASS_PB12_04011,arabinose,Rahnella
ASS_PB12_04011,arabinose,Rahnella
ASS_PB12_04011,arabinose,Rahnella
ASS_PB12_04050,glycerol,Rahnella
ASS_PB12_04053,sulfate|zinc|chloride|sodium,Rahnella
ASS_PB12_04053,sulfate|zinc|chloride|sodium,Rahnella
ASS_PB12_04086,glucose,Rahnella
ASS_PB12_04108,lactose,Rahnella
ASS_PB12_04109,glutamate,Rahnella
ASS_PB12_04110,xanthine,Rahnella
ASS_PB12_04110,xanthine,Rahnella
ASS_PB12_04136,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Rahnella
ASS_PB12_04136,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Rahnella
ASS_PB12_04136,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Rahnella
ASS_PB12_04136,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Rahnella
ASS_PB12_04136,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Rahnella
ASS_PB12_04138,potassium,Rahnella
ASS_PB12_04153,sodium,Rahnella
ASS_PB12_04158,phosphate,Rahnella
ASS_PB12_04161,phosphate,Rahnella
ASS_PB12_04166,guanosine,Rahnella
ASS_PB12_04189,chloride,Rahnella
ASS_PB12_04189,chloride,Rahnella
ASS_PB12_04215,d-glucosamine|sucrose|d-fructose|trehalose|d-mannose,Rahnella
ASS_PB12_04215,d-glucosamine|sucrose|d-fructose|trehalose|d-mannose,Rahnella
ASS_PB12_04263,xylose,Rahnella
ASS_PB12_04263,xylose,Rahnella
ASS_PB12_04263,xylose,Rahnella
ASS_PB12_04263,xylose,Rahnella
ASS_PB12_04263,xylose,Rahnella
ASS_PB12_04311,inositol,Rahnella
ASS_PB12_04311,inositol,Rahnella
ASS_PB12_04311,inositol,Rahnella
ASS_PB12_04311,inositol,Rahnella
ASS_PB12_04324,gamma-aminobutyric acid,Rahnella
ASS_PB12_04324,gamma-aminobutyric acid,Rahnella
ASS_PB12_04332,xylan,Rahnella
ASS_PB12_04332,xylan,Rahnella
ASS_PB12_04332,xylan,Rahnella
ASS_PB12_04332,xylan,Rahnella
ASS_PB12_04365,chloride|deoxycholate|sulfate|sodium|thiamine,Rahnella
ASS_PB12_04390,d-glucosamine,Rahnella
ASS_PB12_04396,alanine|aspartate,Rahnella
ASS_PB12_04426,glucose|fructose|mannose|d-glucosamine|trehalose,Rahnella
ASS_PB12_04435,cobalt,Rahnella
ASS_PB12_04435,cobalt,Rahnella
ASS_PB12_04462,chloride,Rahnella
ASS_PB12_04523,proline|glycine|betaine|l-proline|taurine|sodium,Rahnella
ASS_PB12_04572,arsenite|arsenate,Rahnella
ASS_PB12_04586,succinate,Rahnella
ASS_PB12_04601,indole|tryptophan,Rahnella
ASS_PB12_04601,indole|tryptophan,Rahnella
ASS_PB12_04605,manganese,Rahnella
ASS_PB12_04605,manganese,Rahnella
ASS_PB12_04605,manganese,Rahnella
ASS_PB12_04607,iron|manganese|zinc,Rahnella
ASS_PB12_04607,iron|manganese|zinc,Rahnella
ASS_PB12_04607,iron|manganese|zinc,Rahnella
ASS_PB12_04607,iron|manganese|zinc,Rahnella
ASS_PB12_04608,iron|manganese,Rahnella
ASS_PB12_04608,iron|manganese,Rahnella
ASS_PB12_04608,iron|manganese,Rahnella
ASS_PB12_04616,asparagine|glutamate|glutamine,Rahnella
ASS_PB12_04616,asparagine|glutamate|glutamine,Rahnella
ASS_PB12_04621,potassium,Rahnella
ASS_PB12_04665,hydrogen|pyruvate,Rahnella
ASS_PB12_04708,molybdate|sodium,Rahnella
ASS_PB12_04708,molybdate|sodium,Rahnella
ASS_PB12_04746,taurine,Rahnella
ASS_PB13_00041,arabinose|chloride,Rhodococcus
ASS_PB13_00054,molybdate,Rhodococcus
ASS_PB13_00077,histidine|lysine|arginine,Rhodococcus
ASS_PB13_00086,cupper,Rhodococcus
ASS_PB13_00302,trehalose,Rhodococcus
ASS_PB13_00329,carnitine|crotonobetaine,Rhodococcus
ASS_PB13_00347,potassium|glycine|betaine|sodium,Rhodococcus
ASS_PB13_00347,potassium|glycine|betaine|sodium,Rhodococcus
ASS_PB13_00364,glycerol,Rhodococcus
ASS_PB13_00376,sodium,Rhodococcus
ASS_PB13_00379,nickel,Rhodococcus
ASS_PB13_00425,glycerol,Rhodococcus
ASS_PB13_00501,chloride,Rhodococcus
ASS_PB13_00518,choline,Rhodococcus
ASS_PB13_00518,choline,Rhodococcus
ASS_PB13_00521,thiosulfate|sulfate,Rhodococcus
ASS_PB13_00550,potassium,Rhodococcus
ASS_PB13_00571,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Rhodococcus
ASS_PB13_00571,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Rhodococcus
ASS_PB13_00578,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Rhodococcus
ASS_PB13_00617,nickel|l-alanine,Rhodococcus
ASS_PB13_00617,nickel|l-alanine,Rhodococcus
ASS_PB13_00656,sulfate,Rhodococcus
ASS_PB13_00742,zinc,Rhodococcus
ASS_PB13_00780,zinc,Rhodococcus
ASS_PB13_00805,cupper,Rhodococcus
ASS_PB13_00820,zinc,Rhodococcus
ASS_PB13_00851,valine|alanine|histidine|lysine|arginine,Rhodococcus
ASS_PB13_00858,nickel,Rhodococcus
ASS_PB13_00860,betaine|l-proline,Rhodococcus
ASS_PB13_00860,betaine|l-proline,Rhodococcus
ASS_PB13_00916,potassium|sodium,Rhodococcus
ASS_PB13_00916,potassium|sodium,Rhodococcus
ASS_PB13_00933,glycine|betaine|sodium|l-proline,Rhodococcus
ASS_PB13_00935,proline|glycine|tyrosine|asparagine|l-cysteine|l-serine|l-threonine|d-serine|l-alanine|phenylalanine|d-alanine|tryptophan|lysine,Rhodococcus
ASS_PB13_00974,urea,Rhodococcus
ASS_PB13_01020,xylitol|arabinose|cytidine|deoxyguanosine|xanthosine|xylose,Rhodococcus
ASS_PB13_01108,phosphate,Rhodococcus
ASS_PB13_01155,cholesterol,Rhodococcus
ASS_PB13_01197,biotin,Rhodococcus
ASS_PB13_01200,biotin,Rhodococcus
ASS_PB13_01239,sodium,Rhodococcus
ASS_PB13_01269,pyruvate,Rhodococcus
ASS_PB13_01345,coa,Rhodococcus
ASS_PB13_01359,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Rhodococcus
ASS_PB13_01360,histidine|lysine|arginine,Rhodococcus
ASS_PB13_01360,histidine|lysine|arginine,Rhodococcus
ASS_PB13_01369,trehalose,Rhodococcus
ASS_PB13_01370,glycerol|phosphate|trehalose|glucose,Rhodococcus
ASS_PB13_01377,glycine|l-threonine|l-serine|l-alanine,Rhodococcus
ASS_PB13_01382,choline,Rhodococcus
ASS_PB13_01390,iron,Rhodococcus
ASS_PB13_01415,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Rhodococcus
ASS_PB13_01457,thiamine,Rhodococcus
ASS_PB13_01461,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Rhodococcus
ASS_PB13_01475,nadp,Rhodococcus
ASS_PB13_01483,d-glucosamine,Rhodococcus
ASS_PB13_01521,sodium,Rhodococcus
ASS_PB13_01523,sodium,Rhodococcus
ASS_PB13_01555,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Rhodococcus
ASS_PB13_01555,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Rhodococcus
ASS_PB13_01575,maltose,Rhodococcus
ASS_PB13_01575,maltose,Rhodococcus
ASS_PB13_01597,taurine,Rhodococcus
ASS_PB13_01635,taurine,Rhodococcus
ASS_PB13_01655,cytosine,Rhodococcus
ASS_PB13_01753,gluconate,Rhodococcus
ASS_PB13_01816,cyanocob(iii)alamin,Rhodococcus
ASS_PB13_01867,iron|heme,Rhodococcus
ASS_PB13_01926,chloride,Rhodococcus
ASS_PB13_01962,thiosulfate|sulfate,Rhodococcus
ASS_PB13_01963,thiosulfate|sulfate|sodium,Rhodococcus
ASS_PB13_01964,sulfate,Rhodococcus
ASS_PB13_01964,sulfate,Rhodococcus
ASS_PB13_02030,gamma-aminobutyric acid,Rhodococcus
ASS_PB13_02058,proline|glycine|betaine|l-proline|choline|alanine,Rhodococcus
ASS_PB13_02085,iron,Rhodococcus
ASS_PB13_02154,putrescine|l-arginine|spermidine|cadaverine|l-lysine,Rhodococcus
ASS_PB13_02220,proline|glycine|leucine|serine|histidine|alanine,Rhodococcus
ASS_PB13_02302,potassium,Rhodococcus
ASS_PB13_02364,iron|molybdate,Rhodococcus
ASS_PB13_02366,iron,Rhodococcus
ASS_PB13_02386,benzoate,Rhodococcus
ASS_PB13_02404,glycine,Rhodococcus
ASS_PB13_02404,glycine,Rhodococcus
ASS_PB13_02456,iron,Rhodococcus
ASS_PB13_02469,proline|glycine|betaine|l-proline|taurine|sodium,Rhodococcus
ASS_PB13_02519,phosphate,Rhodococcus
ASS_PB13_02621,glucose|cellobiose|sucrose,Rhodococcus
ASS_PB13_02635,potassium|sodium,Rhodococcus
ASS_PB13_02679,uracil,Rhodococcus
ASS_PB13_02679,uracil,Rhodococcus
ASS_PB13_02680,fructose,Rhodococcus
ASS_PB13_02683,fructose|d-mannitol,Rhodococcus
ASS_PB13_02683,fructose|d-mannitol,Rhodococcus
ASS_PB13_02683,fructose|d-mannitol,Rhodococcus
ASS_PB13_02693,glutamate,Rhodococcus
ASS_PB13_02720,formate|oxalate,Rhodococcus
ASS_PB13_02739,potassium,Rhodococcus
ASS_PB13_02747,iron,Rhodococcus
ASS_PB13_02751,glycerol|hydrogen|hydrogen peroxide,Rhodococcus
ASS_PB13_02751,glycerol|hydrogen|hydrogen peroxide,Rhodococcus
ASS_PB13_02766,iron|manganese|zinc,Rhodococcus
ASS_PB13_02766,iron|manganese|zinc,Rhodococcus
ASS_PB13_02767,iron|manganese|zinc,Rhodococcus
ASS_PB13_02767,iron|manganese|zinc,Rhodococcus
ASS_PB13_02767,iron|manganese|zinc,Rhodococcus
ASS_PB13_02768,manganese,Rhodococcus
ASS_PB13_02768,manganese,Rhodococcus
ASS_PB13_02768,manganese,Rhodococcus
ASS_PB13_02768,manganese,Rhodococcus
ASS_PB13_02775,molybdate,Rhodococcus
ASS_PB13_02775,molybdate,Rhodococcus
ASS_PB13_02776,molybdate,Rhodococcus
ASS_PB13_02855,ammonia,Rhodococcus
ASS_PB13_02869,sodium,Rhodococcus
ASS_PB13_03017,sodium|nitrate|nitrite,Rhodococcus
ASS_PB13_03058,valine|l-isoleucine|leucine,Rhodococcus
ASS_PB13_03081,sodium,Rhodococcus
ASS_PB13_03149,succinate,Rhodococcus
ASS_PB13_03149,succinate,Rhodococcus
ASS_PB13_03166,arabinose,Rhodococcus
ASS_PB13_03231,zinc,Rhodococcus
ASS_PB13_03308,allantoin,Rhodococcus
ASS_PB13_03346,potassium|chloride|sodium|cholate,Rhodococcus
ASS_PB13_03401,sodium,Rhodococcus
ASS_PB13_03419,malate|fumarate|succinate,Rhodococcus
ASS_PB13_03441,ribose|xylose,Rhodococcus
ASS_PB13_03441,ribose|xylose,Rhodococcus
ASS_PB13_03449,arabinose|2-oxoglutarate,Rhodococcus
ASS_PB13_03457,nad,Rhodococcus
ASS_PB13_03484,nitrate,Rhodococcus
ASS_PB13_03507,l-cysteine|phenylacetate|chloride|cupper,Rhodococcus
ASS_PB13_03533,cysteine|chloride|uridine|sulfate|sodium|deoxyuridine,Rhodococcus
ASS_PB13_03549,iron,Rhodococcus
ASS_PB13_03549,iron,Rhodococcus
ASS_PB13_03592,putrescine|spermidine,Rhodococcus
ASS_PB13_03689,butyrate,Rhodococcus
ASS_PB13_03697,iron,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03700,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Rhodococcus
ASS_PB13_03844,cobalt,Rhodococcus
ASS_PB13_03844,cobalt,Rhodococcus
ASS_PB13_03844,cobalt,Rhodococcus
ASS_PB13_03849,pyruvate|acetate|propionate,Rhodococcus
ASS_PB13_03856,sodium,Rhodococcus
ASS_PB13_03876,sodium,Rhodococcus
ASS_PB13_03914,guanosine,Rhodococcus
ASS_PB13_03959,phosphate,Rhodococcus
ASS_PB13_03961,phosphate,Rhodococcus
ASS_PB13_03974,cysteine,Rhodococcus
ASS_PB13_03982,nickel,Rhodococcus
ASS_PB13_03982,nickel,Rhodococcus
ASS_PB13_04009,iron,Rhodococcus
ASS_PB13_04014,iron,Rhodococcus
ASS_PB13_04044,iron|calcium,Rhodococcus
ASS_PB13_04051,sulfate|thiamine|chloride|sodium,Rhodococcus
ASS_PB13_04054,arabinose|glucose|galactose|xylose,Rhodococcus
ASS_PB13_04054,arabinose|glucose|galactose|xylose,Rhodococcus
ASS_PB13_04077,citrate,Rhodococcus
ASS_PB13_04113,mannose,Rhodococcus
ASS_PB13_04113,mannose,Rhodococcus
ASS_PB13_04165,glutamate,Rhodococcus
ASS_PB13_04179,mannose|glucose|galactose,Rhodococcus
ASS_PB13_04215,sodium,Rhodococcus
ASS_PB13_04572,potassium,Rhodococcus
ASS_PB13_04618,valine|methionine|isoleucine|leucine,Rhodococcus
ASS_PB13_04647,trehalose,Rhodococcus
ASS_PB13_04647,trehalose,Rhodococcus
ASS_PB13_04660,sodium,Rhodococcus
ASS_PB13_04663,arsenite,Rhodococcus
ASS_PB13_04663,arsenite,Rhodococcus
ASS_PB13_04679,d-mannitol,Rhodococcus
ASS_PB13_04679,d-mannitol,Rhodococcus
ASS_PB13_04684,potassium,Rhodococcus
ASS_PB13_04697,fumarate,Rhodococcus
ASS_PB13_04705,mannose,Rhodococcus
ASS_PB13_04705,mannose,Rhodococcus
ASS_PB13_04709,sulfate,Rhodococcus
ASS_PB13_04720,butyrate|gluconate|propionate|histidine,Rhodococcus
ASS_PB13_04729,cupper,Rhodococcus
ASS_PB13_04733,trehalose|sulfate|maltose|maltodextrin,Rhodococcus
ASS_PB13_04733,trehalose|sulfate|maltose|maltodextrin,Rhodococcus
ASS_PB13_04736,choline,Rhodococcus
ASS_PB13_04905,potassium,Rhodococcus
ASS_PB13_04932,sodium,Rhodococcus
ASS_PB13_04948,methionine|l-methionine,Rhodococcus
ASS_PB13_04962,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Rhodococcus
ASS_PB13_04962,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Rhodococcus
ASS_PB13_04962,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Rhodococcus
ASS_PB13_04962,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Rhodococcus
ASS_PB13_04965,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Rhodococcus
ASS_PB13_04965,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Rhodococcus
ASS_PB13_05000,trehalose|maltose,Rhodococcus
ASS_PB13_05037,sodium,Rhodococcus
ASS_PB14_00014,potassium,Pseudomonas2
ASS_PB14_00024,fumarate|aspartate|succinate,Pseudomonas2
ASS_PB14_00032,d-galactonate,Pseudomonas2
ASS_PB14_00032,d-galactonate,Pseudomonas2
ASS_PB14_00069,l-histidine,Pseudomonas2
ASS_PB14_00073,zinc,Pseudomonas2
ASS_PB14_00075,zinc,Pseudomonas2
ASS_PB14_00090,glutamate|aspartate|sodium,Pseudomonas2
ASS_PB14_00098,phosphate,Pseudomonas2
ASS_PB14_00100,calcium,Pseudomonas2
ASS_PB14_00107,nadp,Pseudomonas2
ASS_PB14_00150,d-glucosamine,Pseudomonas2
ASS_PB14_00166,chloride,Pseudomonas2
ASS_PB14_00191,thiosulfate|sulfate|sodium,Pseudomonas2
ASS_PB14_00192,thiosulfate|sulfate,Pseudomonas2
ASS_PB14_00194,sulfate,Pseudomonas2
ASS_PB14_00201,thiamine,Pseudomonas2
ASS_PB14_00201,thiamine,Pseudomonas2
ASS_PB14_00210,cyanate,Pseudomonas2
ASS_PB14_00222,nickel|cobalt,Pseudomonas2
ASS_PB14_00232,l-methionine,Pseudomonas2
ASS_PB14_00238,cysteine|glutamine,Pseudomonas2
ASS_PB14_00238,cysteine|glutamine,Pseudomonas2
ASS_PB14_00238,cysteine|glutamine,Pseudomonas2
ASS_PB14_00238,cysteine|glutamine,Pseudomonas2
ASS_PB14_00238,cysteine|glutamine,Pseudomonas2
ASS_PB14_00240,histidine|lysine|arginine,Pseudomonas2
ASS_PB14_00243,choline|glycine|betaine,Pseudomonas2
ASS_PB14_00246,taurine,Pseudomonas2
ASS_PB14_00306,valine|alanine|histidine|lysine|arginine,Pseudomonas2
ASS_PB14_00307,gamma-aminobutyric acid,Pseudomonas2
ASS_PB14_00350,cytosine,Pseudomonas2
ASS_PB14_00353,proline|glycine|betaine|l-proline|histidine,Pseudomonas2
ASS_PB14_00356,histidine,Pseudomonas2
ASS_PB14_00366,asparagine|glutamate|glutamine,Pseudomonas2
ASS_PB14_00366,asparagine|glutamate|glutamine,Pseudomonas2
ASS_PB14_00366,asparagine|glutamate|glutamine,Pseudomonas2
ASS_PB14_00366,asparagine|glutamate|glutamine,Pseudomonas2
ASS_PB14_00366,asparagine|glutamate|glutamine,Pseudomonas2
ASS_PB14_00412,arabinose|chloride,Pseudomonas2
ASS_PB14_00439,potassium|chloride,Pseudomonas2
ASS_PB14_00439,potassium|chloride,Pseudomonas2
ASS_PB14_00440,sodium,Pseudomonas2
ASS_PB14_00446,l-proline,Pseudomonas2
ASS_PB14_00472,nickel|cobalt,Pseudomonas2
ASS_PB14_00477,chloride|deoxycholate|sulfate|sodium|thiamine,Pseudomonas2
ASS_PB14_00496,sodium,Pseudomonas2
ASS_PB14_00515,iron,Pseudomonas2
ASS_PB14_00541,gamma-aminobutyric acid,Pseudomonas2
ASS_PB14_00545,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Pseudomonas2
ASS_PB14_00549,nickel,Pseudomonas2
ASS_PB14_00576,urea,Pseudomonas2
ASS_PB14_00591,glycine|l-threonine|l-serine|l-alanine,Pseudomonas2
ASS_PB14_00641,cupper,Pseudomonas2
ASS_PB14_00644,sulfate|zinc|chloride|sodium,Pseudomonas2
ASS_PB14_00652,potassium|sodium|calcium,Pseudomonas2
ASS_PB14_00657,xanthine,Pseudomonas2
ASS_PB14_00657,xanthine,Pseudomonas2
ASS_PB14_00657,xanthine,Pseudomonas2
ASS_PB14_00678,butyrate,Pseudomonas2
ASS_PB14_00681,zinc|cobalt|cupper|cadmium|nickel,Pseudomonas2
ASS_PB14_00684,zinc|cadmium,Pseudomonas2
ASS_PB14_00701,calcium,Pseudomonas2
ASS_PB14_00759,phosphate|d-fructose,Pseudomonas2
ASS_PB14_00800,fructose|d-mannitol,Pseudomonas2
ASS_PB14_00800,fructose|d-mannitol,Pseudomonas2
ASS_PB14_00800,fructose|d-mannitol,Pseudomonas2
ASS_PB14_00800,fructose|d-mannitol,Pseudomonas2
ASS_PB14_00802,fructose,Pseudomonas2
ASS_PB14_00802,fructose,Pseudomonas2
ASS_PB14_00802,fructose,Pseudomonas2
ASS_PB14_00809,proline|glycine|betaine|l-proline|choline|alanine,Pseudomonas2
ASS_PB14_00815,potassium,Pseudomonas2
ASS_PB14_00815,potassium,Pseudomonas2
ASS_PB14_00816,xylan,Pseudomonas2
ASS_PB14_00816,xylan,Pseudomonas2
ASS_PB14_00817,mannose,Pseudomonas2
ASS_PB14_00817,mannose,Pseudomonas2
ASS_PB14_00819,nickel,Pseudomonas2
ASS_PB14_00819,nickel,Pseudomonas2
ASS_PB14_00823,nickel|l-alanine,Pseudomonas2
ASS_PB14_00824,heme,Pseudomonas2
ASS_PB14_00824,heme,Pseudomonas2
ASS_PB14_00839,iron,Pseudomonas2
ASS_PB14_00842,chloride,Pseudomonas2
ASS_PB14_00848,glutamate|phosphate|pantothenate|chloride|biotin,Pseudomonas2
ASS_PB14_00852,sodium|calcium,Pseudomonas2
ASS_PB14_00871,zinc,Pseudomonas2
ASS_PB14_00892,uracil,Pseudomonas2
ASS_PB14_00892,uracil,Pseudomonas2
ASS_PB14_00986,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Pseudomonas2
ASS_PB14_00989,asparagine|glutamate|aspartate|glutamine,Pseudomonas2
ASS_PB14_00989,asparagine|glutamate|aspartate|glutamine,Pseudomonas2
ASS_PB14_00989,asparagine|glutamate|aspartate|glutamine,Pseudomonas2
ASS_PB14_00989,asparagine|glutamate|aspartate|glutamine,Pseudomonas2
ASS_PB14_00989,asparagine|glutamate|aspartate|glutamine,Pseudomonas2
ASS_PB14_01022,serine,Pseudomonas2
ASS_PB14_01028,potassium|ferrichrome,Pseudomonas2
ASS_PB14_01078,asparagine,Pseudomonas2
ASS_PB14_01109,l-glutamic acid|glutamine,Pseudomonas2
ASS_PB14_01109,l-glutamic acid|glutamine,Pseudomonas2
ASS_PB14_01109,l-glutamic acid|glutamine,Pseudomonas2
ASS_PB14_01109,l-glutamic acid|glutamine,Pseudomonas2
ASS_PB14_01109,l-glutamic acid|glutamine,Pseudomonas2
ASS_PB14_01111,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Pseudomonas2
ASS_PB14_01111,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Pseudomonas2
ASS_PB14_01116,glycerol,Pseudomonas2
ASS_PB14_01118,sulfate,Pseudomonas2
ASS_PB14_01185,potassium,Pseudomonas2
ASS_PB14_01233,potassium|sodium,Pseudomonas2
ASS_PB14_01274,histidine|lysine|arginine,Pseudomonas2
ASS_PB14_01295,potassium|sodium,Pseudomonas2
ASS_PB14_01306,proline|glycine|leucine|serine|histidine|alanine,Pseudomonas2
ASS_PB14_01307,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Pseudomonas2
ASS_PB14_01321,phosphate,Pseudomonas2
ASS_PB14_01321,phosphate,Pseudomonas2
ASS_PB14_01324,spermidine|4-hydroxybenzoate|benzoate|acetate,Pseudomonas2
ASS_PB14_01330,arabinose|2-oxoglutarate,Pseudomonas2
ASS_PB14_01330,arabinose|2-oxoglutarate,Pseudomonas2
ASS_PB14_01337,acetate,Pseudomonas2
ASS_PB14_01341,potassium|arabinose,Pseudomonas2
ASS_PB14_01341,potassium|arabinose,Pseudomonas2
ASS_PB14_01389,acetate,Pseudomonas2
ASS_PB14_01526,acetate|lactate|citrate|glycolate|pyruvate,Pseudomonas2
ASS_PB14_01580,sulfate|chloride|sodium,Pseudomonas2
ASS_PB14_01583,chloride,Pseudomonas2
ASS_PB14_01583,chloride,Pseudomonas2
ASS_PB14_01650,nickel,Pseudomonas2
ASS_PB14_01651,l-alanine,Pseudomonas2
ASS_PB14_01693,potassium,Pseudomonas2
ASS_PB14_01762,potassium,Pseudomonas2
ASS_PB14_01772,heme,Pseudomonas2
ASS_PB14_01773,heme,Pseudomonas2
ASS_PB14_01783,putrescine|l-arginine|spermidine|cadaverine|l-lysine,Pseudomonas2
ASS_PB14_01790,potassium,Pseudomonas2
ASS_PB14_01808,acetate,Pseudomonas2
ASS_PB14_01812,iron|succinate,Pseudomonas2
ASS_PB14_01819,valine|l-isoleucine,Pseudomonas2
ASS_PB14_01860,glutamate,Pseudomonas2
ASS_PB14_01877,sulfate,Pseudomonas2
ASS_PB14_01885,sulfate|thiamine|chloride|sodium,Pseudomonas2
ASS_PB14_01887,sodium,Pseudomonas2
ASS_PB14_01904,iron,Pseudomonas2
ASS_PB14_01912,cupper,Pseudomonas2
ASS_PB14_01979,cytosine,Pseudomonas2
ASS_PB14_01987,histidine,Pseudomonas2
ASS_PB14_02040,magnesium|nickel,Pseudomonas2
ASS_PB14_02040,magnesium|nickel,Pseudomonas2
ASS_PB14_02112,iron,Pseudomonas2
ASS_PB14_02126,xylose,Pseudomonas2
ASS_PB14_02126,xylose,Pseudomonas2
ASS_PB14_02126,xylose,Pseudomonas2
ASS_PB14_02146,arabinose|glucose|xylose|ribose,Pseudomonas2
ASS_PB14_02146,arabinose|glucose|xylose|ribose,Pseudomonas2
ASS_PB14_02176,carnitine|crotonobetaine,Pseudomonas2
ASS_PB14_02176,carnitine|crotonobetaine,Pseudomonas2
ASS_PB14_02184,potassium,Pseudomonas2
ASS_PB14_02184,potassium,Pseudomonas2
ASS_PB14_02184,potassium,Pseudomonas2
ASS_PB14_02463,xanthine,Pseudomonas2
ASS_PB14_02463,xanthine,Pseudomonas2
ASS_PB14_02463,xanthine,Pseudomonas2
ASS_PB14_02493,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Pseudomonas2
ASS_PB14_02493,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Pseudomonas2
ASS_PB14_02496,lactose|fucose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Pseudomonas2
ASS_PB14_02502,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Pseudomonas2
ASS_PB14_02532,glycine,Pseudomonas2
ASS_PB14_02560,proline|glycine|betaine|l-proline|taurine|sodium,Pseudomonas2
ASS_PB14_02563,glucuronate|galacturonate,Pseudomonas2
ASS_PB14_02563,glucuronate|galacturonate,Pseudomonas2
ASS_PB14_02579,arabinose,Pseudomonas2
ASS_PB14_02579,arabinose,Pseudomonas2
ASS_PB14_02638,glutamate|aspartate,Pseudomonas2
ASS_PB14_02660,phosphate,Pseudomonas2
ASS_PB14_02683,iron,Pseudomonas2
ASS_PB14_02696,arsenite|arsenate,Pseudomonas2
ASS_PB14_02704,molybdate,Pseudomonas2
ASS_PB14_02705,molybdate|sodium,Pseudomonas2
ASS_PB14_02756,sodium,Pseudomonas2
ASS_PB14_02768,l-arabinose,Pseudomonas2
ASS_PB14_02769,phosphate|arabinose,Pseudomonas2
ASS_PB14_02867,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Pseudomonas2
ASS_PB14_02870,iron,Pseudomonas2
ASS_PB14_02872,iron,Pseudomonas2
ASS_PB14_02895,malate|itaconate|fumarate|succinate,Pseudomonas2
ASS_PB14_02917,l-threonine|serine,Pseudomonas2
ASS_PB14_03014,nickel,Pseudomonas2
ASS_PB14_03063,betaine|l-proline,Pseudomonas2
ASS_PB14_03094,xylitol,Pseudomonas2
ASS_PB14_03094,xylitol,Pseudomonas2
ASS_PB14_03094,xylitol,Pseudomonas2
ASS_PB14_03094,xylitol,Pseudomonas2
