locus_tag,genome,substrate,TC,assembly_code,shortname
PB13_01108,PB13,phosphate,2.A.20.1.3,PB13,Rho
PB13_01155,PB13,cholesterol,3.A.1.27.4,PB13,Rho
PB13_01197,PB13,biotin,2.A.88.1.3,PB13,Rho
PB13_01200,PB13,biotin,3.A.1.25.1,PB13,Rho
PB13_01209,PB13,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,PB13,Rho
PB13_01239,PB13,sodium,3.A.1.115.1,PB13,Rho
PB13_01269,PB13,pyruvate,2.A.114.1.1,PB13,Rho
PB13_01345,PB13,coa,4.C.1.1.3,PB13,Rho
PB13_01359,PB13,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2|3.A.1.3.25,PB13,Rho
PB13_01360,PB13,arginine|histidine|lysine,3.A.1.3.17,PB13,Rho
PB13_01369,PB13,trehalose,3.A.1.1.41,PB13,Rho
PB13_01370,PB13,glucose|glycerol|phosphate|trehalose,3.A.1.1.3|3.A.1.1.31,PB13,Rho
PB13_01377,PB13,glycine|l-alanine|l-serine|l-threonine,2.A.95.1.4,PB13,Rho
PB13_01382,PB13,choline,3.A.1.12.3,PB13,Rho
PB13_01390,PB13,iron,3.A.1.210.8,PB13,Rho
PB13_01415,PB13,arginine|asparagine|aspartate|glutamate|glutamine|histidine|lysine|ornithine,3.A.1.3.1,PB13,Rho
PB13_01460,PB13,thiamine,3.A.1.17.8,PB13,Rho
PB13_01464,PB13,arabinose|fructose|galactose|galacturonate|glucose|glycerol|inositol|lactose|maltose|mannose|trehalose|xylose,2.A.1.1.1|2.A.1.1.12|2.A.1.1.120,PB13,Rho
PB13_01478,PB13,nadp,3.D.2.2.2,PB13,Rho
PB13_01486,PB13,d-glucosamine,4.A.1.1.5,PB13,Rho
PB13_01524,PB13,sodium,3.A.2.1.6,PB13,Rho
PB13_01526,PB13,sodium,3.A.2.1.5,PB13,Rho
PB13_01560,PB13,alanine|isoleucine|l-isoleucine|l-threonine|leucine|methionine|phenylalanine|serine|tyrosine|valine,3.A.1.4.1|3.A.1.4.10,PB13,Rho
PB13_01580,PB13,maltose,3.A.1.5.8,PB13,Rho
PB13_01602,PB13,taurine,3.A.1.17.1,PB13,Rho
PB13_01640,PB13,taurine,3.A.1.17.4,PB13,Rho
PB13_01660,PB13,cytosine,2.A.39.1.1,PB13,Rho
PB13_01758,PB13,gluconate,2.A.8.1.8,PB13,Rho
PB13_01823,PB13,cyanocob(iii)alamin,3.A.1.14.23,PB13,Rho
PB13_01874,PB13,heme|iron,3.A.1.210.1|3.A.1.210.15,PB13,Rho
PB13_01933,PB13,chloride,1.A.43.1.1,PB13,Rho
PB13_01969,PB13,sulfate|thiosulfate,3.A.1.6.12,PB13,Rho
PB13_01970,PB13,sodium|sulfate|thiosulfate,3.A.1.6.1,PB13,Rho
PB13_01971,PB13,sulfate,3.A.1.6.3,PB13,Rho
PB13_02032,PB13,methionine,3.A.1.24.1,PB13,Rho
PB13_02037,PB13,gamma-aminobutyric acid,2.A.3.1.4,PB13,Rho
PB13_02065,PB13,alanine|betaine|choline|glycine|l-proline|proline,3.A.1.12.1|3.A.1.12.14,PB13,Rho
PB13_02092,PB13,iron,3.D.3.5.5,PB13,Rho
PB13_02161,PB13,cadaverine|l-arginine|l-lysine|putrescine|spermidine,2.A.1.3.74,PB13,Rho
PB13_02227,PB13,alanine|glycine|histidine|leucine|proline|serine,3.A.1.4.2,PB13,Rho
PB13_02312,PB13,potassium,1.A.1.12.2,PB13,Rho
PB13_02374,PB13,iron|molybdate,3.A.1.14.1|3.A.1.14.13,PB13,Rho
PB13_02376,PB13,iron,3.A.1.14.15,PB13,Rho
PB13_02396,PB13,benzoate,2.A.46.1.4,PB13,Rho
PB13_02401,PB13,potassium,2.A.37.1.1,PB13,Rho
PB13_02414,PB13,glycine,2.A.102.3.4,PB13,Rho
PB13_02466,PB13,iron,3.A.1.14.18,PB13,Rho
PB13_02479,PB13,betaine|glycine|l-proline|proline|sodium|taurine,2.A.1.6.4,PB13,Rho
PB13_02529,PB13,phosphate,3.A.23.6.1,PB13,Rho
PB13_02631,PB13,cellobiose|glucose|sucrose,2.A.1.1.8|2.A.1.1.81,PB13,Rho
PB13_02645,PB13,potassium|sodium,3.A.3.1.8,PB13,Rho
PB13_02689,PB13,uracil,2.A.40.1.1,PB13,Rho
PB13_02690,PB13,fructose,4.A.2.1.26,PB13,Rho
PB13_02693,PB13,d-mannitol|fructose,4.A.2.1.1|4.A.2.1.13,PB13,Rho
PB13_02703,PB13,glutamate,3.A.1.3.9,PB13,Rho
PB13_02730,PB13,formate|oxalate,2.A.1.11.1,PB13,Rho
PB13_02749,PB13,potassium,3.D.1.9.1,PB13,Rho
PB13_02757,PB13,iron,3.D.1.6.1,PB13,Rho
PB13_02761,PB13,glycerol|hydrogen|hydrogen peroxide,1.A.8.8.1|1.A.8.8.13,PB13,Rho
PB13_02776,PB13,iron|manganese|zinc,3.A.1.15.1,PB13,Rho
PB13_02777,PB13,iron|manganese|zinc,3.A.1.15.8,PB13,Rho
PB13_02778,PB13,manganese,3.A.1.15.15,PB13,Rho
PB13_02785,PB13,molybdate,3.A.1.8.1,PB13,Rho
PB13_02786,PB13,molybdate,3.A.1.8.3,PB13,Rho
PB13_02787,PB13,citrate,2.A.66.1.54,PB13,Rho
PB13_02828,PB13,glycogen,1.B.77.1.7,PB13,Rho
PB13_02865,PB13,ammonia,1.A.11.1.3,PB13,Rho
PB13_02879,PB13,sodium,3.B.1.1.6,PB13,Rho
PB13_02973,PB13,chloride|glucose|sodium|sulfate|zinc,2.A.1.2.9|2.A.1.2.95,PB13,Rho
PB13_02984,PB13,asparagine|cysteine|glutamine,2.A.7.36.1,PB13,Rho
PB13_03027,PB13,nitrate|nitrite|sodium,2.A.1.8.1|2.A.1.8.11,PB13,Rho
PB13_03068,PB13,l-isoleucine|leucine|valine,2.A.3.3.23,PB13,Rho
PB13_03091,PB13,sodium,3.B.1.1.2,PB13,Rho
PB13_03113,PB13,xanthine,2.A.40.3.3,PB13,Rho
PB13_03159,PB13,succinate,3.D.10.1.9,PB13,Rho
PB13_03176,PB13,arabinose,2.A.1.2.14,PB13,Rho
PB13_03183,PB13,nad,1.A.115.1.3,PB13,Rho
PB13_03241,PB13,zinc,3.A.24.3.1,PB13,Rho
PB13_03318,PB13,allantoin,2.A.39.3.4,PB13,Rho
PB13_03356,PB13,chloride|cholate|potassium|sodium,2.A.1.3.6,PB13,Rho
PB13_03411,PB13,sodium,3.B.1.1.5,PB13,Rho
PB13_03429,PB13,fumarate|malate|succinate,2.A.23.1.9,PB13,Rho
PB13_03451,PB13,ribose|xylose,3.A.1.2.23,PB13,Rho
PB13_03459,PB13,2-oxoglutarate|arabinose,2.A.1.6.2,PB13,Rho
PB13_03467,PB13,nad,1.A.115.1.2,PB13,Rho
PB13_03494,PB13,nitrate,3.A.1.16.1,PB13,Rho
PB13_03517,PB13,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,PB13,Rho
PB13_03543,PB13,chloride|cysteine|deoxyuridine|sodium|sulfate|uridine,2.A.1.3.3,PB13,Rho
PB13_03559,PB13,iron,3.A.1.9.1,PB13,Rho
PB13_03602,PB13,putrescine|spermidine,3.A.1.11.1|3.A.1.11.10,PB13,Rho
PB13_03699,PB13,butyrate,2.A.73.1.1,PB13,Rho
PB13_03707,PB13,iron,2.A.108.2.3,PB13,Rho
PB13_03710,PB13,cadmium|cobalt|copper|lead|mercury|nickel|zinc,3.A.3.6.2|3.A.3.6.21,PB13,Rho
PB13_03785,PB13,potassium|sodium,1.A.62.3.1,PB13,Rho
PB13_03790,PB13,iron,2.A.89.3.1,PB13,Rho
PB13_03854,PB13,cobalt,3.A.1.18.2,PB13,Rho
PB13_03859,PB13,acetate|propionate|pyruvate,2.A.21.7.3,PB13,Rho
PB13_03866,PB13,sodium,2.A.36.3.3,PB13,Rho
PB13_03886,PB13,sodium,3.A.1.115.2,PB13,Rho
PB13_03924,PB13,guanosine,2.A.40.7.2,PB13,Rho
PB13_03969,PB13,phosphate,3.A.1.7.2,PB13,Rho
PB13_03971,PB13,phosphate,3.A.1.7.4,PB13,Rho
PB13_03984,PB13,cysteine,3.A.1.129.1,PB13,Rho
PB13_03992,PB13,nickel,3.A.1.5.33,PB13,Rho
PB13_04018,PB13,chloride,2.A.1.3.50,PB13,Rho
PB13_04019,PB13,iron,3.A.1.10.1,PB13,Rho
PB13_04024,PB13,iron,3.A.1.14.22,PB13,Rho
PB13_04054,PB13,calcium|iron,2.A.11.1.4,PB13,Rho
PB13_04061,PB13,chloride|sodium|sulfate|thiamine,2.A.7.1.10,PB13,Rho
PB13_04064,PB13,arabinose|galactose|glucose|xylose,3.A.1.2.3|3.A.1.2.32,PB13,Rho
PB13_04087,PB13,citrate,2.A.80.1.4,PB13,Rho
PB13_04123,PB13,mannose,3.A.1.2.7,PB13,Rho
PB13_04175,PB13,glutamate,2.A.68.1.4,PB13,Rho
PB13_04189,PB13,galactose|glucose|mannose,3.A.1.1.13,PB13,Rho
PB13_04225,PB13,sodium,3.B.1.1.1,PB13,Rho
PB13_04263,PB13,l-threonine|serine,2.A.79.1.1,PB13,Rho
PB13_04278,PB13,riboflavin,2.A.1.3.72,PB13,Rho
PB13_04404,PB13,nickel,2.A.1.31.1,PB13,Rho
PB13_04582,PB13,potassium,2.A.1.6.9,PB13,Rho
PB13_04628,PB13,isoleucine|leucine|methionine|valine,3.A.1.4.14,PB13,Rho
PB13_04657,PB13,trehalose,2.A.6.5.6,PB13,Rho
PB13_04670,PB13,sodium,2.A.33.1.6,PB13,Rho
PB13_04673,PB13,arsenite,2.A.59.1.7,PB13,Rho
PB13_04689,PB13,d-mannitol,3.A.1.1.49,PB13,Rho
PB13_04694,PB13,potassium,2.A.38.4.3,PB13,Rho
PB13_04707,PB13,fumarate,2.A.53.3.13,PB13,Rho
PB13_04715,PB13,mannose,3.A.1.5.15,PB13,Rho
PB13_04719,PB13,sulfate,2.A.53.3.9,PB13,Rho
PB13_04730,PB13,butyrate|gluconate|histidine|propionate,2.A.8.1.1|2.A.8.1.15,PB13,Rho
PB13_04739,PB13,copper,3.A.1.132.2,PB13,Rho
PB13_04743,PB13,maltodextrin|maltose|sulfate|trehalose,3.A.1.19.6,PB13,Rho
PB13_04746,PB13,choline,3.A.1.1.50,PB13,Rho
PB13_04754,PB13,calcium|sodium,2.A.33.1.7,PB13,Rho
PB13_04903,PB13,l-threonine|serine,2.A.76.1.1|2.A.76.1.10,PB13,Rho
PB13_04915,PB13,potassium,3.A.3.7.3,PB13,Rho
PB13_04942,PB13,sodium,2.A.36.6.8,PB13,Rho
PB13_04958,PB13,l-methionine|methionine,3.A.1.24.2,PB13,Rho
PB13_04972,PB13,cadmium|calcium|cobalt|copper|lead|mercury|nickel|zinc,3.A.3.6.1|3.A.3.6.16,PB13,Rho
PB13_04975,PB13,arginine|aspartate|fumarate|histidine|l-lysine|ornithine|succinate|sulfate,2.A.53.3.1,PB13,Rho
PB13_05010,PB13,maltose|trehalose,3.A.1.1.7,PB13,Rho
PB13_05047,PB13,sodium,2.A.28.3.4,PB13,Rho
PB14_00014,PB14,potassium,2.A.38.1.1,PB14,Pse-2
PB14_00024,PB14,aspartate|fumarate|succinate,2.A.53.3.11,PB14,Pse-2
PB14_00032,PB14,d-galactonate,2.A.1.14.7,PB14,Pse-2
PB14_00069,PB14,l-histidine,3.A.1.24.5,PB14,Pse-2
PB14_00073,PB14,zinc,3.A.1.15.5,PB14,Pse-2
PB14_00075,PB14,zinc,3.A.1.15.18,PB14,Pse-2
PB14_00090,PB14,aspartate|glutamate|sodium,2.A.23.1.2,PB14,Pse-2
PB14_00098,PB14,phosphate,2.A.58.2.1,PB14,Pse-2
PB14_00100,PB14,calcium,2.A.11.1.2,PB14,Pse-2
PB14_00107,PB14,nadp,3.D.2.2.2,PB14,Pse-2
PB14_00153,PB14,d-glucosamine,4.D.1.1.3,PB14,Pse-2
PB14_00169,PB14,chloride,1.A.13.2.3,PB14,Pse-2
PB14_00194,PB14,sodium|sulfate|thiosulfate,3.A.1.6.1,PB14,Pse-2
PB14_00195,PB14,sulfate|thiosulfate,3.A.1.6.12,PB14,Pse-2
PB14_00197,PB14,sulfate,3.A.1.6.3,PB14,Pse-2
PB14_00204,PB14,thiamine,3.A.1.17.8,PB14,Pse-2
PB14_00213,PB14,cyanate,2.A.1.17.1,PB14,Pse-2
PB14_00225,PB14,cobalt|nickel,3.A.1.23.8,PB14,Pse-2
PB14_00235,PB14,l-methionine,3.A.1.24.4,PB14,Pse-2
PB14_00241,PB14,cysteine|glutamine,3.A.1.3.13,PB14,Pse-2
PB14_00243,PB14,arginine|histidine|lysine,3.A.1.3.27,PB14,Pse-2
PB14_00246,PB14,betaine|choline|glycine,2.A.15.1.3,PB14,Pse-2
PB14_00249,PB14,taurine,3.A.1.17.4,PB14,Pse-2
PB14_00309,PB14,alanine|arginine|histidine|lysine|valine,3.A.1.3.23,PB14,Pse-2
PB14_00310,PB14,gamma-aminobutyric acid,2.A.3.1.4,PB14,Pse-2
PB14_00312,PB14,arsenite,2.A.59.2.1,PB14,Pse-2
PB14_00353,PB14,cytosine,2.A.39.1.5,PB14,Pse-2
PB14_00356,PB14,betaine|glycine|histidine|l-proline|proline,3.A.1.12.6,PB14,Pse-2
PB14_00359,PB14,histidine,2.A.3.1.9,PB14,Pse-2
PB14_00369,PB14,asparagine|glutamate|glutamine,3.A.1.3.25,PB14,Pse-2
PB14_00415,PB14,arabinose|chloride,2.A.1.36.1,PB14,Pse-2
PB14_00442,PB14,chloride|potassium,1.A.23.1.1,PB14,Pse-2
PB14_00443,PB14,sodium,2.A.36.6.1|2.A.36.6.11,PB14,Pse-2
PB14_00449,PB14,l-proline,2.A.21.2.3,PB14,Pse-2
PB14_00475,PB14,cobalt|nickel,3.A.1.210.9,PB14,Pse-2
PB14_00480,PB14,chloride|deoxycholate|sodium|sulfate|thiamine,2.A.7.1.11,PB14,Pse-2
PB14_00499,PB14,sodium,1.A.30.1.7,PB14,Pse-2
PB14_00504,PB14,potassium|sodium,1.A.62.3.1,PB14,Pse-2
PB14_00518,PB14,iron,3.A.1.10.3,PB14,Pse-2
PB14_00544,PB14,gamma-aminobutyric acid,3.A.1.4.3,PB14,Pse-2
PB14_00548,PB14,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.10,PB14,Pse-2
PB14_00552,PB14,nickel,2.A.99.1.1|2.A.99.1.2,PB14,Pse-2
PB14_00561,PB14,thiamine,2.A.7.3.39,PB14,Pse-2
PB14_00579,PB14,urea,3.A.1.4.5,PB14,Pse-2
PB14_00594,PB14,glycine|l-alanine|l-serine|l-threonine,2.A.95.1.4,PB14,Pse-2
PB14_00644,PB14,copper,3.A.3.5.34,PB14,Pse-2
PB14_00647,PB14,chloride|sodium|sulfate|zinc,2.A.1.2.9,PB14,Pse-2
PB14_00655,PB14,calcium|potassium|sodium,2.A.19.1.1,PB14,Pse-2
PB14_00660,PB14,xanthine,2.A.40.4.2,PB14,Pse-2
PB14_00683,PB14,butyrate,2.A.73.1.1,PB14,Pse-2
PB14_00686,PB14,cadmium|cobalt|copper|nickel|zinc,2.A.4.1.1,PB14,Pse-2
PB14_00689,PB14,cadmium|zinc,2.A.6.1.5,PB14,Pse-2
PB14_00706,PB14,calcium,3.A.6.1.1,PB14,Pse-2
PB14_00764,PB14,d-fructose|phosphate,2.A.66.4.1,PB14,Pse-2
PB14_00805,PB14,d-mannitol|fructose,4.A.2.1.1|4.A.2.1.17,PB14,Pse-2
PB14_00807,PB14,fructose,4.A.2.1.18,PB14,Pse-2
PB14_00814,PB14,alanine|betaine|choline|glycine|l-proline|proline,3.A.1.12.1|3.A.1.12.10,PB14,Pse-2
PB14_00820,PB14,potassium,1.B.14.1.22,PB14,Pse-2
PB14_00821,PB14,xylan,3.A.1.5.29,PB14,Pse-2
PB14_00822,PB14,mannose,3.A.1.5.15,PB14,Pse-2
PB14_00824,PB14,nickel,3.A.1.5.40,PB14,Pse-2
PB14_00828,PB14,l-alanine|nickel,3.A.1.5.3,PB14,Pse-2
PB14_00829,PB14,heme,3.A.1.5.27,PB14,Pse-2
PB14_00844,PB14,iron,3.D.3.1.1,PB14,Pse-2
PB14_00847,PB14,chloride,1.A.12.3.1,PB14,Pse-2
PB14_00853,PB14,biotin|chloride|glutamate|pantothenate|phosphate,2.A.1.14.1,PB14,Pse-2
PB14_00857,PB14,calcium|sodium,2.A.19.5.2,PB14,Pse-2
PB14_00876,PB14,zinc,2.A.5.5.2,PB14,Pse-2
PB14_00897,PB14,uracil,2.A.40.1.4,PB14,Pse-2
PB14_00913,PB14,lactate,2.A.106.1.8,PB14,Pse-2
PB14_00916,PB14,l-threonine,2.A.76.1.2,PB14,Pse-2
PB14_00991,PB14,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2|3.A.1.3.26,PB14,Pse-2
PB14_00994,PB14,asparagine|aspartate|glutamate|glutamine,3.A.1.3.7,PB14,Pse-2
PB14_01027,PB14,serine,2.A.42.2.1,PB14,Pse-2
PB14_01033,PB14,ferrichrome|potassium,1.B.14.1.2|1.B.14.1.20,PB14,Pse-2
PB14_01083,PB14,asparagine,2.A.3.1.24|2.A.3.1.8,PB14,Pse-2
PB14_01114,PB14,glutamine|l-glutamic acid,3.A.1.3.22,PB14,Pse-2
PB14_01116,PB14,arginine|asparagine|aspartate|glutamate|glutamine|histidine|lysine|ornithine,3.A.1.3.1|3.A.1.3.19,PB14,Pse-2
PB14_01121,PB14,glycerol,1.A.8.1.1,PB14,Pse-2
PB14_01123,PB14,sulfate,3.A.1.6.7,PB14,Pse-2
PB14_01190,PB14,potassium,2.A.72.1.1,PB14,Pse-2
PB14_01238,PB14,potassium|sodium,2.A.36.3.2,PB14,Pse-2
PB14_01279,PB14,arginine|histidine|lysine,3.A.1.3.29,PB14,Pse-2
PB14_01300,PB14,potassium|sodium,2.A.33.1.2,PB14,Pse-2
PB14_01311,PB14,alanine|glycine|histidine|leucine|proline|serine,3.A.1.4.2,PB14,Pse-2
PB14_01312,PB14,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.8,PB14,Pse-2
PB14_01318,PB14,phosphate,2.A.1.49.7,PB14,Pse-2
PB14_01326,PB14,phosphate,2.A.20.1.1,PB14,Pse-2
PB14_01329,PB14,4-hydroxybenzoate|acetate|benzoate|spermidine,2.A.1.15.1,PB14,Pse-2
PB14_01335,PB14,2-oxoglutarate|arabinose,2.A.1.6.2,PB14,Pse-2
PB14_01340,PB14,hexanoate|octanoate,1.B.25.1.8,PB14,Pse-2
PB14_01342,PB14,acetate,2.A.6.2.9,PB14,Pse-2
PB14_01346,PB14,arabinose|potassium,2.A.1.2.3,PB14,Pse-2
PB14_01394,PB14,acetate,2.A.80.1.2,PB14,Pse-2
PB14_01524,PB14,acetate,2.A.1.6.13,PB14,Pse-2
PB14_01531,PB14,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1,PB14,Pse-2
PB14_01550,PB14,chloride,2.A.1.3.50,PB14,Pse-2
PB14_01585,PB14,chloride|sodium|sulfate,2.A.66.1.1|2.A.66.1.12,PB14,Pse-2
PB14_01588,PB14,chloride,3.A.1.135.7,PB14,Pse-2
PB14_01648,PB14,adenosine|arabinose|guanosine|inosine,2.A.1.2.62,PB14,Pse-2
PB14_01655,PB14,nickel,3.A.1.5.43,PB14,Pse-2
PB14_01656,PB14,l-alanine,3.A.1.5.38,PB14,Pse-2
PB14_01698,PB14,potassium,3.A.3.7.2,PB14,Pse-2
PB14_01767,PB14,potassium,2.A.37.1.3,PB14,Pse-2
PB14_01777,PB14,heme,3.A.1.107.1,PB14,Pse-2
PB14_01778,PB14,heme,3.A.1.107.4,PB14,Pse-2
PB14_01788,PB14,cadaverine|l-arginine|l-lysine|putrescine|spermidine,2.A.1.3.74,PB14,Pse-2
PB14_01795,PB14,potassium,1.A.1.24.3,PB14,Pse-2
PB14_01813,PB14,acetate,2.A.21.7.2,PB14,Pse-2
PB14_01817,PB14,iron|succinate,3.D.10.1.7,PB14,Pse-2
PB14_01824,PB14,l-isoleucine|valine,2.A.26.1.2,PB14,Pse-2
PB14_01865,PB14,glutamate,2.A.27.1.1,PB14,Pse-2
PB14_01882,PB14,sulfate,3.A.1.132.14,PB14,Pse-2
PB14_01886,PB14,sulfite,2.A.16.4.3,PB14,Pse-2
PB14_01890,PB14,chloride|sodium|sulfate|thiamine,2.A.7.1.10,PB14,Pse-2
PB14_01892,PB14,sodium,2.A.28.2.4,PB14,Pse-2
PB14_01909,PB14,iron,3.A.1.20.3,PB14,Pse-2
PB14_01917,PB14,copper,3.A.1.132.2,PB14,Pse-2
PB14_01966,PB14,l-serine,2.A.76.1.9,PB14,Pse-2
PB14_01986,PB14,cytosine,2.A.39.1.1,PB14,Pse-2
PB14_01994,PB14,histidine,2.A.8.1.12,PB14,Pse-2
PB14_02033,PB14,acetate,2.A.1.6.8,PB14,Pse-2
PB14_02040,PB14,arabinose,2.A.1.2.55,PB14,Pse-2
PB14_02047,PB14,magnesium|nickel,3.A.3.4.1,PB14,Pse-2
PB14_02119,PB14,iron,3.A.1.14.15,PB14,Pse-2
PB14_02133,PB14,xylose,3.A.1.2.4,PB14,Pse-2
PB14_02153,PB14,arabinose|glucose|ribose|xylose,3.A.1.2.2,PB14,Pse-2
PB14_02183,PB14,carnitine|crotonobetaine,4.C.1.1.6,PB14,Pse-2
PB14_02191,PB14,potassium,2.A.37.1.2,PB14,Pse-2
PB14_02278,PB14,chloride,2.A.49.2.14,PB14,Pse-2
PB14_02470,PB14,xanthine,2.A.40.4.3,PB14,Pse-2
PB14_02500,PB14,arabinose|galactose|glucose|maltose|mannose|sucrose|trehalose|xylose,3.A.1.1.1,PB14,Pse-2
PB14_02503,PB14,d-mannitol|fucose|lactose|maltodextrin|maltose|melibiose|trehalose,3.A.1.1.4|3.A.1.1.49,PB14,Pse-2
PB14_02509,PB14,chloride|copper|deoxycholate|sodium|sulfate|zinc,2.A.6.2.12,PB14,Pse-2
PB14_02526,PB14,potassium,2.A.1.6.9,PB14,Pse-2
PB14_02529,PB14,glucose,2.A.1.2.95,PB14,Pse-2
PB14_02539,PB14,glycine,2.A.102.3.4,PB14,Pse-2
PB14_02554,PB14,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,PB14,Pse-2
PB14_02567,PB14,betaine|glycine|l-proline|proline|sodium|taurine,2.A.1.6.4,PB14,Pse-2
PB14_02570,PB14,galacturonate|glucuronate,2.A.1.14.41,PB14,Pse-2
PB14_02586,PB14,arabinose,2.A.1.2.14,PB14,Pse-2
PB14_02589,PB14,cadmium|cobalt|zinc,2.A.4.3.9,PB14,Pse-2
PB14_02638,PB14,cysteine,2.A.76.1.4,PB14,Pse-2
PB14_02645,PB14,aspartate|glutamate,2.A.3.11.1,PB14,Pse-2
PB14_02667,PB14,phosphate,3.A.1.7.3,PB14,Pse-2
PB14_02690,PB14,iron,3.A.1.14.7,PB14,Pse-2
PB14_02703,PB14,arsenate|arsenite,2.A.45.1.2,PB14,Pse-2
PB14_02711,PB14,molybdate,3.A.1.8.1,PB14,Pse-2
PB14_02712,PB14,molybdate|sodium,3.A.1.8.4,PB14,Pse-2
PB14_02734,PB14,aspartate|glutamate|glutamine,2.A.7.3.58,PB14,Pse-2
PB14_02763,PB14,sodium,1.A.46.2.8,PB14,Pse-2
PB14_02775,PB14,l-arabinose,2.A.7.22.1,PB14,Pse-2
PB14_02776,PB14,arabinose|phosphate,2.A.7.22.2,PB14,Pse-2
PB14_02802,PB14,putrescine,2.A.3.1.13,PB14,Pse-2
PB14_02874,PB14,chloride|copper|deoxycholate|sodium|sulfate|thiamine|zinc,2.A.6.2.1,PB14,Pse-2
PB14_02877,PB14,iron,2.A.108.2.2,PB14,Pse-2
PB14_02879,PB14,iron,2.A.108.2.3,PB14,Pse-2
PB14_02892,PB14,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,PB14,Pse-2
PB14_02894,PB14,arabinose,2.A.1.46.6,PB14,Pse-2
PB14_02902,PB14,fumarate|itaconate|malate|succinate,2.A.56.1.1,PB14,Pse-2
PB14_02924,PB14,l-threonine|serine,2.A.42.2.2,PB14,Pse-2
PB14_03021,PB14,nickel,3.A.1.5.24,PB14,Pse-2
PB14_03070,PB14,betaine|l-proline,3.A.1.5.17,PB14,Pse-2
PB14_03084,PB14,butyrate|gluconate|histidine|propionate,2.A.8.1.1,PB14,Pse-2
PB14_03101,PB14,xylitol,3.A.1.2.15,PB14,Pse-2
PB14_03128,PB14,arabinose|deoxyguanosine|xylitol|xylose,3.A.1.2.1,PB14,Pse-2
PB14_03198,PB14,phosphate,3.A.1.20.2,PB14,Pse-2
PB14_03214,PB14,serine,2.A.7.21.9,PB14,Pse-2
PB14_03217,PB14,manganese,2.A.55.2.6,PB14,Pse-2
PB14_03222,PB14,lactose|melibiose,2.A.1.2.18,PB14,Pse-2
PB14_03224,PB14,sodium,2.A.28.3.4,PB14,Pse-2
PB14_03231,PB14,glucose|glycerol|phosphate|trehalose,3.A.1.1.3|3.A.1.1.35,PB14,Pse-2
PB14_03236,PB14,biotin,3.A.1.25.3,PB14,Pse-2
PB14_03279,PB14,chloride,1.A.43.1.1,PB14,Pse-2
PB14_03301,PB14,iron,3.D.1.6.1,PB14,Pse-2
PB14_03309,PB14,potassium,3.D.1.9.1,PB14,Pse-2
PB14_03330,PB14,riboflavin|s-adenosyl-l-methionine,2.A.7.3.7,PB14,Pse-2
PB14_03331,PB14,potassium|sodium,2.A.63.1.1,PB14,Pse-2
PB14_03343,PB14,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,PB14,Pse-2
PB14_03345,PB14,chloride,1.B.17.3.10,PB14,Pse-2
PB14_03358,PB14,sodium,3.B.1.1.2,PB14,Pse-2
PB14_03391,PB14,calcium|sodium,2.A.33.1.7,PB14,Pse-2
PB14_03406,PB14,copper,2.A.6.3.7,PB14,Pse-2
PB14_03410,PB14,allantoin|uracil,2.A.39.3.14,PB14,Pse-2
PB14_03422,PB14,d-galactonate|gluconate|taurine,2.A.56.1.4|2.A.56.1.9,PB14,Pse-2
PB14_03451,PB14,l-cysteine,3.A.1.122.1,PB14,Pse-2
PB14_03467,PB14,mannose,3.A.1.2.7,PB14,Pse-2
PB14_03533,PB14,glycerol,1.A.8.12.1,PB14,Pse-2
PB14_03623,PB14,cyanocob(iii)alamin,3.A.1.14.23,PB14,Pse-2
PB14_03627,PB14,chromate,2.A.51.1.7,PB14,Pse-2
PB14_03764,PB14,xanthine,2.A.40.3.3,PB14,Pse-2
PB14_03809,PB14,sodium,1.A.30.1.4,PB14,Pse-2
PB14_03817,PB14,sodium,1.A.104.1.1,PB14,Pse-2
PB14_03836,PB14,sodium,3.A.2.2.2,PB14,Pse-2
PB14_03870,PB14,proline,2.A.21.9.2,PB14,Pse-2
PB14_03932,PB14,acetate|l-alanine,2.A.7.3.1,PB14,Pse-2
PB14_03939,PB14,glycerol,1.A.8.13.3,PB14,Pse-2
PB14_03964,PB14,copper,3.A.3.27.5,PB14,Pse-2
PB14_03991,PB14,benzoate,2.A.1.15.16|2.A.46.1.1|2.A.46.1.10,PB14,Pse-2
PB14_04001,PB14,nitrate,3.A.1.16.4,PB14,Pse-2
PB14_04003,PB14,nitrate|nitrite,2.A.1.8.2,PB14,Pse-2
PB14_04038,PB14,allantoin,2.A.39.3.4,PB14,Pse-2
PB14_04050,PB14,cobalt|nickel,2.A.7.3.80,PB14,Pse-2
